"Entity","Label","Type","Class"
"ione","SCREENS_DOORS","text","Preventive Behaviors (PB)"
"noje","SCREENS_DOORS","text","Preventive Behaviors (PB)"
"sohe","SCREENS_DOORS","text","Preventive Behaviors (PB)"
"noce","SCREENS_DOORS","text","Preventive Behaviors (PB)"
"a that open","SCREENS_DOORS","text","Preventive Behaviors (PB)"
"bome","SCREENS_DOORS","text","Preventive Behaviors (PB)"
"tone","SCREENS_DOORS","text","Preventive Behaviors (PB)"
"nonz","SCREENS_DOORS","text","Preventive Behaviors (PB)"
"nonf","SCREENS_DOORS","text","Preventive Behaviors (PB)"
"same","SCREENS_DOORS","text","Preventive Behaviors (PB)"
"mome","SCREENS_DOORS","text","Preventive Behaviors (PB)"
"nfne","SCREENS_DOORS","text","Preventive Behaviors (PB)"
"nonb","SCREENS_DOORS","text","Preventive Behaviors (PB)"
"nond","SCREENS_DOORS","text","Preventive Behaviors (PB)"
"sode","SCREENS_DOORS","text","Preventive Behaviors (PB)"
"npne","SCREENS_DOORS","text","Preventive Behaviors (PB)"
"nonm","SCREENS_DOORS","text","Preventive Behaviors (PB)"
"zone","SCREENS_DOORS","text","Preventive Behaviors (PB)"
"nome","SCREENS_DOORS","text","Preventive Behaviors (PB)"
"qone","SCREENS_DOORS","text","Preventive Behaviors (PB)"
"nooe","SCREENS_DOORS","text","Preventive Behaviors (PB)"
"sfme","SCREENS_DOORS","text","Preventive Behaviors (PB)"
"lome","SCREENS_DOORS","text","Preventive Behaviors (PB)"
"noge","SCREENS_DOORS","text","Preventive Behaviors (PB)"
"wone","SCREENS_DOORS","text","Preventive Behaviors (PB)"
"soye","SCREENS_DOORS","text","Preventive Behaviors (PB)"
"nmne","SCREENS_DOORS","text","Preventive Behaviors (PB)"
"sjme","SCREENS_DOORS","text","Preventive Behaviors (PB)"
"sose","SCREENS_DOORS","text","Preventive Behaviors (PB)"
"somr","SCREENS_DOORS","text","Preventive Behaviors (PB)"
"nope","SCREENS_DOORS","text","Preventive Behaviors (PB)"
"noue","SCREENS_DOORS","text","Preventive Behaviors (PB)"
"nyne","SCREENS_DOORS","text","Preventive Behaviors (PB)"
"vome","SCREENS_DOORS","text","Preventive Behaviors (PB)"
"nene","SCREENS_DOORS","text","Preventive Behaviors (PB)"
"nune","SCREENS_DOORS","text","Preventive Behaviors (PB)"
"nsne","SCREENS_DOORS","text","Preventive Behaviors (PB)"
"nxne","SCREENS_DOORS","text","Preventive Behaviors (PB)"
"nonn","SCREENS_DOORS","text","Preventive Behaviors (PB)"
"skme","SCREENS_DOORS","text","Preventive Behaviors (PB)"
"noqe","SCREENS_DOORS","text","Preventive Behaviors (PB)"
"nvne","SCREENS_DOORS","text","Preventive Behaviors (PB)"
"aome","SCREENS_DOORS","text","Preventive Behaviors (PB)"
"nonh","SCREENS_DOORS","text","Preventive Behaviors (PB)"
"nonx","SCREENS_DOORS","text","Preventive Behaviors (PB)"
"noye","SCREENS_DOORS","text","Preventive Behaviors (PB)"
"szme","SCREENS_DOORS","text","Preventive Behaviors (PB)"
"nona","SCREENS_DOORS","text","Preventive Behaviors (PB)"
"nong","SCREENS_DOORS","text","Preventive Behaviors (PB)"
"nonc","SCREENS_DOORS","text","Preventive Behaviors (PB)"
"yes","AC","text","Preventive Behaviors (PB)"
"no","AC","text","Preventive Behaviors (PB)"
"y","AC","text","Preventive Behaviors (PB)"
"n","AC","text","Preventive Behaviors (PB)"
"nr","AC","text","Preventive Behaviors (PB)"
"prefer month","INCOME_OTHER","text","Disparity Indicators (DI)"
"ni","INCOME_OTHER","text","Disparity Indicators (DI)"
"nr","INCOME_OTHER","text","Disparity Indicators (DI)"
"prnfer month","INCOME_OTHER","text","Disparity Indicators (DI)"
"nh","INCOME_OTHER","text","Disparity Indicators (DI)"
"nj","INCOME_OTHER","text","Disparity Indicators (DI)"
"nq","INCOME_OTHER","text","Disparity Indicators (DI)"
"preoer month","INCOME_OTHER","text","Disparity Indicators (DI)"
"nx","INCOME_OTHER","text","Disparity Indicators (DI)"
"prefnr month","INCOME_OTHER","text","Disparity Indicators (DI)"
"prefer m","INCOME_OTHER","text","Disparity Indicators (DI)"
"prefet month","INCOME_OTHER","text","Disparity Indicators (DI)"
"ny","INCOME_OTHER","text","Disparity Indicators (DI)"
"pbefer month","INCOME_OTHER","text","Disparity Indicators (DI)"
"nk","INCOME_OTHER","text","Disparity Indicators (DI)"
"prefed month","INCOME_OTHER","text","Disparity Indicators (DI)"
"prefbr month","INCOME_OTHER","text","Disparity Indicators (DI)"
"prefeg month","INCOME_OTHER","text","Disparity Indicators (DI)"
"orefer month","INCOME_OTHER","text","Disparity Indicators (DI)"
"br","INCOME_OTHER","text","Disparity Indicators (DI)"
"nt","INCOME_OTHER","text","Disparity Indicators (DI)"
"vrefer month","INCOME_OTHER","text","Disparity Indicators (DI)"
"prefdr month","INCOME_OTHER","text","Disparity Indicators (DI)"
"wr","INCOME_OTHER","text","Disparity Indicators (DI)"
"ns","INCOME_OTHER","text","Disparity Indicators (DI)"
"prezer month","INCOME_OTHER","text","Disparity Indicators (DI)"
"preflr month","INCOME_OTHER","text","Disparity Indicators (DI)"
"prgfer month","INCOME_OTHER","text","Disparity Indicators (DI)"
"prlfer month","INCOME_OTHER","text","Disparity Indicators (DI)"
"qrefer month","INCOME_OTHER","text","Disparity Indicators (DI)"
"prefeb month","INCOME_OTHER","text","Disparity Indicators (DI)"
"peefer month","INCOME_OTHER","text","Disparity Indicators (DI)"
"pzefer month","INCOME_OTHER","text","Disparity Indicators (DI)"
"rr","INCOME_OTHER","text","Disparity Indicators (DI)"
"rrefer month","INCOME_OTHER","text","Disparity Indicators (DI)"
"prkfer month","INCOME_OTHER","text","Disparity Indicators (DI)"
"prefev month","INCOME_OTHER","text","Disparity Indicators (DI)"
"prefyr month","INCOME_OTHER","text","Disparity Indicators (DI)"
"prefej month","INCOME_OTHER","text","Disparity Indicators (DI)"
"cr","INCOME_OTHER","text","Disparity Indicators (DI)"
"sr","INCOME_OTHER","text","Disparity Indicators (DI)"
"precer month","INCOME_OTHER","text","Disparity Indicators (DI)"
"never","EXTERMINATOR_12MO","text","Preventive Behaviors (PB)"
"1 timg","EXTERMINATOR_12MO","text","Preventive Behaviors (PB)"
"2 times","EXTERMINATOR_12MO","text","Preventive Behaviors (PB)"
"neeer","EXTERMINATOR_12MO","text","Preventive Behaviors (PB)"
"4 or more times","EXTERMINATOR_12MO","text","Preventive Behaviors (PB)"
"3 times","EXTERMINATOR_12MO","text","Preventive Behaviors (PB)"
"unk","EXTERMINATOR_12MO","text","Preventive Behaviors (PB)"
"1 time","EXTERMINATOR_12MO","text","Preventive Behaviors (PB)"
"nevew","EXTERMINATOR_12MO","text","Preventive Behaviors (PB)"
"neves","EXTERMINATOR_12MO","text","Preventive Behaviors (PB)"
"nevez","EXTERMINATOR_12MO","text","Preventive Behaviors (PB)"
"nevdr","EXTERMINATOR_12MO","text","Preventive Behaviors (PB)"
"nevea","EXTERMINATOR_12MO","text","Preventive Behaviors (PB)"
"nevkr","EXTERMINATOR_12MO","text","Preventive Behaviors (PB)"
"y time","EXTERMINATOR_12MO","text","Preventive Behaviors (PB)"
"tever","EXTERMINATOR_12MO","text","Preventive Behaviors (PB)"
"neger","EXTERMINATOR_12MO","text","Preventive Behaviors (PB)"
"nevev","EXTERMINATOR_12MO","text","Preventive Behaviors (PB)"
"neveq","EXTERMINATOR_12MO","text","Preventive Behaviors (PB)"
"bever","EXTERMINATOR_12MO","text","Preventive Behaviors (PB)"
"nevxr","EXTERMINATOR_12MO","text","Preventive Behaviors (PB)"
"nevrr","EXTERMINATOR_12MO","text","Preventive Behaviors (PB)"
"3 tifes","EXTERMINATOR_12MO","text","Preventive Behaviors (PB)"
"l or more times","EXTERMINATOR_12MO","text","Preventive Behaviors (PB)"
"1 timd","EXTERMINATOR_12MO","text","Preventive Behaviors (PB)"
"nyver","EXTERMINATOR_12MO","text","Preventive Behaviors (PB)"
"1 tide","EXTERMINATOR_12MO","text","Preventive Behaviors (PB)"
"neyer","EXTERMINATOR_12MO","text","Preventive Behaviors (PB)"
"4 or moze times","EXTERMINATOR_12MO","text","Preventive Behaviors (PB)"
"nr","EXTERMINATOR_12MO","text","Preventive Behaviors (PB)"
"nevex","EXTERMINATOR_12MO","text","Preventive Behaviors (PB)"
"naver","EXTERMINATOR_12MO","text","Preventive Behaviors (PB)"
"nevmr","EXTERMINATOR_12MO","text","Preventive Behaviors (PB)"
"nwver","EXTERMINATOR_12MO","text","Preventive Behaviors (PB)"
"nevet","EXTERMINATOR_12MO","text","Preventive Behaviors (PB)"
"nevel","EXTERMINATOR_12MO","text","Preventive Behaviors (PB)"
"4 or more timep","EXTERMINATOR_12MO","text","Preventive Behaviors (PB)"
"nevzr","EXTERMINATOR_12MO","text","Preventive Behaviors (PB)"
"ncver","EXTERMINATOR_12MO","text","Preventive Behaviors (PB)"
"neher","EXTERMINATOR_12MO","text","Preventive Behaviors (PB)"
"njver","EXTERMINATOR_12MO","text","Preventive Behaviors (PB)"
"xever","EXTERMINATOR_12MO","text","Preventive Behaviors (PB)"
"neter","EXTERMINATOR_12MO","text","Preventive Behaviors (PB)"
"nexer","EXTERMINATOR_12MO","text","Preventive Behaviors (PB)"
"nuver","EXTERMINATOR_12MO","text","Preventive Behaviors (PB)"
"nrver","EXTERMINATOR_12MO","text","Preventive Behaviors (PB)"
"nevlr","EXTERMINATOR_12MO","text","Preventive Behaviors (PB)"
"4 or more timcs","EXTERMINATOR_12MO","text","Preventive Behaviors (PB)"
"neler","EXTERMINATOR_12MO","text","Preventive Behaviors (PB)"
"cever","EXTERMINATOR_12MO","text","Preventive Behaviors (PB)"
"neoer","EXTERMINATOR_12MO","text","Preventive Behaviors (PB)"
"s times","EXTERMINATOR_12MO","text","Preventive Behaviors (PB)"
"4 or more timeu","EXTERMINATOR_12MO","text","Preventive Behaviors (PB)"
"4 or more tnmes","EXTERMINATOR_12MO","text","Preventive Behaviors (PB)"
"nezer","EXTERMINATOR_12MO","text","Preventive Behaviors (PB)"
"nevjr","EXTERMINATOR_12MO","text","Preventive Behaviors (PB)"
"neder","EXTERMINATOR_12MO","text","Preventive Behaviors (PB)"
"npver","EXTERMINATOR_12MO","text","Preventive Behaviors (PB)"
"nevwr","EXTERMINATOR_12MO","text","Preventive Behaviors (PB)"
"nmver","EXTERMINATOR_12MO","text","Preventive Behaviors (PB)"
"nqver","EXTERMINATOR_12MO","text","Preventive Behaviors (PB)"
"uever","EXTERMINATOR_12MO","text","Preventive Behaviors (PB)"
"nevem","EXTERMINATOR_12MO","text","Preventive Behaviors (PB)"
"nevir","EXTERMINATOR_12MO","text","Preventive Behaviors (PB)"
"neber","EXTERMINATOR_12MO","text","Preventive Behaviors (PB)"
"nevor","EXTERMINATOR_12MO","text","Preventive Behaviors (PB)"
"nevsr","EXTERMINATOR_12MO","text","Preventive Behaviors (PB)"
"nevvr","EXTERMINATOR_12MO","text","Preventive Behaviors (PB)"
"nevef","EXTERMINATOR_12MO","text","Preventive Behaviors (PB)"
"kever","EXTERMINATOR_12MO","text","Preventive Behaviors (PB)"
"nevec","EXTERMINATOR_12MO","text","Preventive Behaviors (PB)"
"nbver","EXTERMINATOR_12MO","text","Preventive Behaviors (PB)"
"lever","EXTERMINATOR_12MO","text","Preventive Behaviors (PB)"
"iever","EXTERMINATOR_12MO","text","Preventive Behaviors (PB)"
"nfver","EXTERMINATOR_12MO","text","Preventive Behaviors (PB)"
"v or more times","EXTERMINATOR_12MO","text","Preventive Behaviors (PB)"
"gever","EXTERMINATOR_12MO","text","Preventive Behaviors (PB)"
"n or more times","EXTERMINATOR_12MO","text","Preventive Behaviors (PB)"
"nvver","EXTERMINATOR_12MO","text","Preventive Behaviors (PB)"
"1 tpme","EXTERMINATOR_12MO","text","Preventive Behaviors (PB)"
"1 tnme","EXTERMINATOR_12MO","text","Preventive Behaviors (PB)"
"aever","EXTERMINATOR_12MO","text","Preventive Behaviors (PB)"
"nerer","EXTERMINATOR_12MO","text","Preventive Behaviors (PB)"
"nener","EXTERMINATOR_12MO","text","Preventive Behaviors (PB)"
"nevfr","EXTERMINATOR_12MO","text","Preventive Behaviors (PB)"
"nkver","EXTERMINATOR_12MO","text","Preventive Behaviors (PB)"
"nevcr","EXTERMINATOR_12MO","text","Preventive Behaviors (PB)"
"rever","EXTERMINATOR_12MO","text","Preventive Behaviors (PB)"
"mever","EXTERMINATOR_12MO","text","Preventive Behaviors (PB)"
"e times","EXTERMINATOR_12MO","text","Preventive Behaviors (PB)"
"neier","EXTERMINATOR_12MO","text","Preventive Behaviors (PB)"
"zr","EXTERMINATOR_12MO","text","Preventive Behaviors (PB)"
"1 timt","EXTERMINATOR_12MO","text","Preventive Behaviors (PB)"
"fever","EXTERMINATOR_12MO","text","Preventive Behaviors (PB)"
"qever","EXTERMINATOR_12MO","text","Preventive Behaviors (PB)"
"nevhr","EXTERMINATOR_12MO","text","Preventive Behaviors (PB)"
"ntver","EXTERMINATOR_12MO","text","Preventive Behaviors (PB)"
"nevar","EXTERMINATOR_12MO","text","Preventive Behaviors (PB)"
"nzver","EXTERMINATOR_12MO","text","Preventive Behaviors (PB)"
"i times","EXTERMINATOR_12MO","text","Preventive Behaviors (PB)"
"neuer","EXTERMINATOR_12MO","text","Preventive Behaviors (PB)"
"nevur","EXTERMINATOR_12MO","text","Preventive Behaviors (PB)"
"nevep","EXTERMINATOR_12MO","text","Preventive Behaviors (PB)"
"neveo","EXTERMINATOR_12MO","text","Preventive Behaviors (PB)"
"velas de citronella","OTHER_INSECTICIDE_SPEC","free text field","Preventive Behaviors (PB)"
"trampas","OTHER_INSECTICIDE_SPEC","free text field","Preventive Behaviors (PB)"
"pegas","OTHER_INSECTICIDE_SPEC","free text field","Preventive Behaviors (PB)"
"cobra","OTHER_INSECTICIDE_SPEC","free text field","Preventive Behaviors (PB)"
"repelente","OTHER_INSECTICIDE_SPEC","free text field","Preventive Behaviors (PB)"
"cintronella","OTHER_INSECTICIDE_SPEC","free text field","Preventive Behaviors (PB)"
"off cobra","OTHER_INSECTICIDE_SPEC","free text field","Preventive Behaviors (PB)"
"repelente para piel","OTHER_INSECTICIDE_SPEC","free text field","Preventive Behaviors (PB)"
"vela de citronella","OTHER_INSECTICIDE_SPEC","free text field","Preventive Behaviors (PB)"
"cobra lamparas","OTHER_INSECTICIDE_SPEC","free text field","Preventive Behaviors (PB)"
"inyecciones","OTHER_INSECTICIDE_SPEC","free text field","Preventive Behaviors (PB)"
"liquido","OTHER_INSECTICIDE_SPEC","free text field","Preventive Behaviors (PB)"
"trampas de pega","OTHER_INSECTICIDE_SPEC","free text field","Preventive Behaviors (PB)"
"off repelenta para la piel","OTHER_INSECTICIDE_SPEC","free text field","Preventive Behaviors (PB)"
"trampa de cucaracha","OTHER_INSECTICIDE_SPEC","free text field","Preventive Behaviors (PB)"
"polvos","OTHER_INSECTICIDE_SPEC","free text field","Preventive Behaviors (PB)"
"trampx","OTHER_INSECTICIDE_SPEC","free text field","Preventive Behaviors (PB)"
"veneno para moscas","OTHER_INSECTICIDE_SPEC","free text field","Preventive Behaviors (PB)"
"raqueta para mosquitos","OTHER_INSECTICIDE_SPEC","free text field","Preventive Behaviors (PB)"
"tracpas","OTHER_INSECTICIDE_SPEC","free text field","Preventive Behaviors (PB)"
"inyecciones para cucarachas","OTHER_INSECTICIDE_SPEC","free text field","Preventive Behaviors (PB)"
"raqueta","OTHER_INSECTICIDE_SPEC","free text field","Preventive Behaviors (PB)"
"polro","OTHER_INSECTICIDE_SPEC","free text field","Preventive Behaviors (PB)"
"pega para moscas y trampas para moscas","OTHER_INSECTICIDE_SPEC","free text field","Preventive Behaviors (PB)"
"yerbizida","OTHER_INSECTICIDE_SPEC","free text field","Preventive Behaviors (PB)"
"repelente para la piel","OTHER_INSECTICIDE_SPEC","free text field","Preventive Behaviors (PB)"
"repelente y velas citronela","OTHER_INSECTICIDE_SPEC","free text field","Preventive Behaviors (PB)"
"real kill","OTHER_INSECTICIDE_SPEC","free text field","Preventive Behaviors (PB)"
"diaciclon","OTHER_INSECTICIDE_SPEC","free text field","Preventive Behaviors (PB)"
"pega para ratones","OTHER_INSECTICIDE_SPEC","free text field","Preventive Behaviors (PB)"
"raquetas lamparas","OTHER_INSECTICIDE_SPEC","free text field","Preventive Behaviors (PB)"
"pegf","OTHER_INSECTICIDE_SPEC","free text field","Preventive Behaviors (PB)"
"velas","OTHER_INSECTICIDE_SPEC","free text field","Preventive Behaviors (PB)"
"granulados","OTHER_INSECTICIDE_SPEC","free text field","Preventive Behaviors (PB)"
"depelente para piel","OTHER_INSECTICIDE_SPEC","free text field","Preventive Behaviors (PB)"
"ranuetalampara","OTHER_INSECTICIDE_SPEC","free text field","Preventive Behaviors (PB)"
"ortho","OTHER_INSECTICIDE_SPEC","free text field","Preventive Behaviors (PB)"
"trampa","OTHER_INSECTICIDE_SPEC","free text field","Preventive Behaviors (PB)"
"raquetas","OTHER_INSECTICIDE_SPEC","free text field","Preventive Behaviors (PB)"
"granulos","OTHER_INSECTICIDE_SPEC","free text field","Preventive Behaviors (PB)"
"granulado parv hormigas veneno para ratones","OTHER_INSECTICIDE_SPEC","free text field","Preventive Behaviors (PB)"
"pega","OTHER_INSECTICIDE_SPEC","free text field","Preventive Behaviors (PB)"
"citronela","OTHER_INSECTICIDE_SPEC","free text field","Preventive Behaviors (PB)"
"cobras","OTHER_INSECTICIDE_SPEC","free text field","Preventive Behaviors (PB)"
"velas de citronell","OTHER_INSECTICIDE_SPEC","free text field","Preventive Behaviors (PB)"
"cobra citronela liluido","OTHER_INSECTICIDE_SPEC","free text field","Preventive Behaviors (PB)"
"participante no responde","OTHER_INSECTICIDE_SPEC","free text field","Preventive Behaviors (PB)"
"liquido permitrin","OTHER_INSECTICIDE_SPEC","free text field","Preventive Behaviors (PB)"
"cobra raqueta","OTHER_INSECTICIDE_SPEC","free text field","Preventive Behaviors (PB)"
"raqueta electrica repelente para la piel","OTHER_INSECTICIDE_SPEC","free text field","Preventive Behaviors (PB)"
"pega de ratones","OTHER_INSECTICIDE_SPEC","free text field","Preventive Behaviors (PB)"
"trampasgranulos","OTHER_INSECTICIDE_SPEC","free text field","Preventive Behaviors (PB)"
"cobra repelente para la piel granulado para moscas","OTHER_INSECTICIDE_SPEC","free text field","Preventive Behaviors (PB)"
"repelente para piel  espirales","OTHER_INSECTICIDE_SPEC","free text field","Preventive Behaviors (PB)"
"repelente para la pielcitronella","OTHER_INSECTICIDE_SPEC","free text field","Preventive Behaviors (PB)"
"veneno de ratones repelente para la piel","OTHER_INSECTICIDE_SPEC","free text field","Preventive Behaviors (PB)"
"repellents para la piel","OTHER_INSECTICIDE_SPEC","free text field","Preventive Behaviors (PB)"
"espirales","OTHER_INSECTICIDE_SPEC","free text field","Preventive Behaviors (PB)"
"velas de citronela","OTHER_INSECTICIDE_SPEC","free text field","Preventive Behaviors (PB)"
"insecticida liquido","OTHER_INSECTICIDE_SPEC","free text field","Preventive Behaviors (PB)"
"vela de citronela","OTHER_INSECTICIDE_SPEC","free text field","Preventive Behaviors (PB)"
"pellets","OTHER_INSECTICIDE_SPEC","free text field","Preventive Behaviors (PB)"
"polvo para controlar la entrada de insectos","OTHER_INSECTICIDE_SPEC","free text field","Preventive Behaviors (PB)"
"pegasus de mosca","OTHER_INSECTICIDE_SPEC","free text field","Preventive Behaviors (PB)"
"repelente papa la piel","OTHER_INSECTICIDE_SPEC","free text field","Preventive Behaviors (PB)"
"spray para moscas","OTHER_INSECTICIDE_SPEC","free text field","Preventive Behaviors (PB)"
"polvo para hormiga","OTHER_INSECTICIDE_SPEC","free text field","Preventive Behaviors (PB)"
"cobra citronela liquido","OTHER_INSECTICIDE_SPEC","free text field","Preventive Behaviors (PB)"
"velas citronela","OTHER_INSECTICIDE_SPEC","free text field","Preventive Behaviors (PB)"
"peges","OTHER_INSECTICIDE_SPEC","free text field","Preventive Behaviors (PB)"
"veneno en polvo","OTHER_INSECTICIDE_SPEC","free text field","Preventive Behaviors (PB)"
"trampas para moscas","OTHER_INSECTICIDE_SPEC","free text field","Preventive Behaviors (PB)"
"raquetashlamparas","OTHER_INSECTICIDE_SPEC","free text field","Preventive Behaviors (PB)"
"polvos cobras","OTHER_INSECTICIDE_SPEC","free text field","Preventive Behaviors (PB)"
"off","OTHER_INSECTICIDE_SPEC","free text field","Preventive Behaviors (PB)"
"granulado","OTHER_INSECTICIDE_SPEC","free text field","Preventive Behaviors (PB)"
"cobra off","OTHER_INSECTICIDE_SPEC","free text field","Preventive Behaviors (PB)"
"raquetas pegas","OTHER_INSECTICIDE_SPEC","free text field","Preventive Behaviors (PB)"
"pega de mosca","OTHER_INSECTICIDE_SPEC","free text field","Preventive Behaviors (PB)"
"pegas cobras","OTHER_INSECTICIDE_SPEC","free text field","Preventive Behaviors (PB)"
"real kill pega","OTHER_INSECTICIDE_SPEC","free text field","Preventive Behaviors (PB)"
"lamparas","OTHER_INSECTICIDE_SPEC","free text field","Preventive Behaviors (PB)"
"citronella","OTHER_INSECTICIDE_SPEC","free text field","Preventive Behaviors (PB)"
"raqueta electrica","OTHER_INSECTICIDE_SPEC","free text field","Preventive Behaviors (PB)"
"cobra repelente para la piel","OTHER_INSECTICIDE_SPEC","free text field","Preventive Behaviors (PB)"
"bombas inyeccion","OTHER_INSECTICIDE_SPEC","free text field","Preventive Behaviors (PB)"
"bombas","OTHER_INSECTICIDE_SPEC","free text field","Preventive Behaviors (PB)"
"raqueta  para moscas","OTHER_INSECTICIDE_SPEC","free text field","Preventive Behaviors (PB)"
"bsmbas inyeccion","OTHER_INSECTICIDE_SPEC","free text field","Preventive Behaviors (PB)"
"velas de cintodella","OTHER_INSECTICIDE_SPEC","free text field","Preventive Behaviors (PB)"
"baits","OTHER_INSECTICIDE_SPEC","free text field","Preventive Behaviors (PB)"
"repelente para piel y espirales","OTHER_INSECTICIDE_SPEC","free text field","Preventive Behaviors (PB)"
"citronelle pega para ratones","OTHER_INSECTICIDE_SPEC","free text field","Preventive Behaviors (PB)"
"thampas","OTHER_INSECTICIDE_SPEC","free text field","Preventive Behaviors (PB)"
"inyeccion para cucarachas","OTHER_INSECTICIDE_SPEC","free text field","Preventive Behaviors (PB)"
"veneno para ratones","OTHER_INSECTICIDE_SPEC","free text field","Preventive Behaviors (PB)"
"grarulados","OTHER_INSECTICIDE_SPEC","free text field","Preventive Behaviors (PB)"
"citronella cobra","OTHER_INSECTICIDE_SPEC","free text field","Preventive Behaviors (PB)"
"pega trampa","OTHER_INSECTICIDE_SPEC","free text field","Preventive Behaviors (PB)"
"pdga","OTHER_INSECTICIDE_SPEC","free text field","Preventive Behaviors (PB)"
"repelentes ","OTHER_INSECTICIDE_SPEC","free text field","Preventive Behaviors (PB)"
"raquetas cobras","OTHER_INSECTICIDE_SPEC","free text field","Preventive Behaviors (PB)"
"combat","OTHER_INSECTICIDE_SPEC","free text field","Preventive Behaviors (PB)"
"trampa para hormigas","OTHER_INSECTICIDE_SPEC","free text field","Preventive Behaviors (PB)"
"polvo","OTHER_INSECTICIDE_SPEC","free text field","Preventive Behaviors (PB)"
"veneno para cucarachas en esferas pequenas","OTHER_INSECTICIDE_SPEC","free text field","Preventive Behaviors (PB)"
"raid","OTHER_INSECTICIDE_SPEC","free text field","Preventive Behaviors (PB)"
"inyecciones ","OTHER_INSECTICIDE_SPEC","free text field","Preventive Behaviors (PB)"
"raquetalampara","OTHER_INSECTICIDE_SPEC","free text field","Preventive Behaviors (PB)"
"raqueta aerosol","OTHER_INSECTICIDE_SPEC","free text field","Preventive Behaviors (PB)"
"repelente  citronella","OTHER_INSECTICIDE_SPEC","free text field","Preventive Behaviors (PB)"
"cobra  repelente ","OTHER_INSECTICIDE_SPEC","free text field","Preventive Behaviors (PB)"
"trampas para cucarachas","OTHER_INSECTICIDE_SPEC","free text field","Preventive Behaviors (PB)"
"cobras y pegaf","OTHER_INSECTICIDE_SPEC","free text field","Preventive Behaviors (PB)"
"granulados para mosca","OTHER_INSECTICIDE_SPEC","free text field","Preventive Behaviors (PB)"
"aereosol","OTHER_INSECTICIDE_SPEC","free text field","Preventive Behaviors (PB)"
"trampa de ratones","OTHER_INSECTICIDE_SPEC","free text field","Preventive Behaviors (PB)"
"inyeccion para cucaqachas","OTHER_INSECTICIDE_SPEC","free text field","Preventive Behaviors (PB)"
"repelentk","OTHER_INSECTICIDE_SPEC","free text field","Preventive Behaviors (PB)"
"trampaz","OTHER_INSECTICIDE_SPEC","free text field","Preventive Behaviors (PB)"
"cobras lamparas","OTHER_INSECTICIDE_SPEC","free text field","Preventive Behaviors (PB)"
"real kill off","OTHER_INSECTICIDE_SPEC","free text field","Preventive Behaviors (PB)"
"trapas de pega ","OTHER_INSECTICIDE_SPEC","free text field","Preventive Behaviors (PB)"
"velas de cintonella","OTHER_INSECTICIDE_SPEC","free text field","Preventive Behaviors (PB)"
"aerosol","OTHER_INSECTICIDE_SPEC","free text field","Preventive Behaviors (PB)"
"gel para hormigas","OTHER_INSECTICIDE_SPEC","free text field","Preventive Behaviors (PB)"
"600","OTHER_INSECTICIDE_SPEC","free text field","Preventive Behaviors (PB)"
"trampitas para cucaracha","OTHER_INSECTICIDE_SPEC","free text field","Preventive Behaviors (PB)"
"raqueta pega granulado","OTHER_INSECTICIDE_SPEC","free text field","Preventive Behaviors (PB)"
"barrasveneno de ratones","OTHER_INSECTICIDE_SPEC","free text field","Preventive Behaviors (PB)"
"cajas para ratones","OTHER_INSECTICIDE_SPEC","free text field","Preventive Behaviors (PB)"
"citronellarepelente","OTHER_INSECTICIDE_SPEC","free text field","Preventive Behaviors (PB)"
"pega para moscas y srampas para moscas","OTHER_INSECTICIDE_SPEC","free text field","Preventive Behaviors (PB)"
"o","OTHER_INSECTICIDE_SPEC","free text field","Preventive Behaviors (PB)"
"vela de citronella repelente","OTHER_INSECTICIDE_SPEC","free text field","Preventive Behaviors (PB)"
"fepelente para la piel","OTHER_INSECTICIDE_SPEC","free text field","Preventive Behaviors (PB)"
"0,4210","COMMUNITY_YEARS","numeric","Disparity Indicators (DI)"
"0,20","AWAY_MONDAY","numeric","Risk Indicator (RI)"
"0,24","AWAY_TUESDAY","numeric","Risk Indicator (RI)"
"0,24","AWAY_WEDNESDAY","numeric","Risk Indicator (RI)"
"0,20","AWAY_THURSDAY","numeric","Risk Indicator (RI)"
"0,20","AWAY_FRIDAY","numeric","Risk Indicator (RI)"
"0,24","AWAY_SATURDAY","numeric","Risk Indicator (RI)"
"0,24","AWAY_SUNDAY","numeric","Risk Indicator (RI)"
"9,30","PREGNANCY_WEEKS","numeric","Disparity Indicators (DI)"
"3,8","ILL1_HOSPITALIZED_DAYS","numeric","Clinical History (CH)"
"1,9","NOP","numeric","Disparity Indicators (DI)"
"3,85","HM1_AGE","numeric","Disparity Indicators (DI)"
"0,483","HM2_AGE","numeric","Disparity Indicators (DI)"
"0,96","HM3_AGE","numeric","Disparity Indicators (DI)"
"0,92","HM4_AGE","numeric","Disparity Indicators (DI)"
"0,87","HM5_AGE","numeric","Disparity Indicators (DI)"
"0,93","HM6_AGE","numeric","Disparity Indicators (DI)"
"12,89","HM7_AGE","numeric","Disparity Indicators (DI)"
"2,76","HM8_AGE","numeric","Disparity Indicators (DI)"
"10,88","HM9_AGE","numeric","Disparity Indicators (DI)"
"0,2600000","INCOME","numeric","Disparity Indicators (DI)"
"80,420000","INCOME_MONTHS","numeric","Disparity Indicators (DI)"
"0,5000","EXTERMINATOR_12MO_COST","numeric","Preventive Behaviors (PB)"
"0,9000","INSECTICIDE_6MO_COST","numeric","Preventive Behaviors (PB)"
"2020-12-22,2023-09-15","COVID_POSITIVE_DT","date","Clinical History (CH)"
